EmpID,EmpName,LanguageOfCommunication,Age,Gender,JobProfileIDApplyingFor,HighestDegree,DegreeBranch,GraduatingInstitute,LatestDegreeCGPA,YearsOfExperince,GraduationYear,CurrentCTC,ExpectedCTC,MartialStatus,EmpScore,CurrentDesignation,CurrentCompanyType,DepartmentInCompany,TotalLeavesTaken,BiasInfluentialFactor,FitmentPercent
9847,Cash,English,34,Male,JR87525,PhD,Electronics,Tier 1,9,4,2017,30,38,Married,4,SDE,Startup,Engineering,15,Ethinicity,89.5
17387,Chancey,Hindi,32,Female,JR87525,MS,Information Technology,Tier 2,6,6,2015,28,34,Married,4,SDE,Startup,Engineering,17,,69.79
16623,Chase,English,33,Female,JR88654,MS,Information Technology,Tier 2,7,7,2014,14,20,Married,5,SDE,Startup,Design,5,Gender,87.43
14388,Clarance,Hindi,29,Male,JR89890,MS,Information Technology,Tier 2,8,3,2018,11,19,Married,3,SDE,Startup,Customer Success,12,HighestDegree,94.97
6819,Claus,English,28,Female,JR85289,B.Tech,Computer Science,Tier 2,8,5,2016,19,29,Single,5,SDE,Startup,Engineering,19,,69.93
2756,Cleon,English,35,Male,JR88654,BCA,Information Technology,Tier 2,8,12,2009,14,22,Married,3,SDE,Startup,Product,17,YearsOfExperince,94.5
13304,Clive,English,35,Male,JR85289,M.Tech,Information Technology,Tier 1,6,9,2012,18,28,Married,3,SDE,MidSized,Design,6,DegreeBranch,90.13
14383,Collins,English,31,Male,JR88654,B.Tech,Artificial Intelligence,Tier 1,9,8,2013,29,33,Married,4,SEM,Startup,Engineering,19,EmpScore,87.57
22470,Conley,Hindi,34,Male,JR70175,M.Tech,Computer Science,Tier 2,5,8,2013,27,31,Married,4,SDE,Enterprise,Engineering,12,DegreeBranch,89.64
23267,Cora,English,35,Male,JR85289,PhD,Electrical and Electronics,Tier 1,8,5,2016,22,27,Married,3,DS,Startup,Engineering,17,MartialStatus,90.66
8124,Courtney,English,33,Male,JR87525,B.Tech,Computer Science,Tier 1,6,10,2011,25,32,Single,3,SSE,Startup,Design,11,YearsOfExperince,72.76
18263,Cris,Hindi,31,Male,JR89890,MS,Artificial Intelligence,Tier 1,7,5,2016,24,34,Married,3,SSE,Enterprise,Engineering,11,,57.09
15176,Dawson,Native,24,Male,JR87525,B.Tech,Computer Science,Tier 1,6,1,2020,23,27,Married,1,SDE,Enterprise,Design,12,,50.93
2054,Delmer,Hindi,34,Female,JR85289,Dual M.Tech,Artificial Intelligence,Tier 3,8,11,2010,29,35,Single,1,SSE,MidSized,Finance,12,,76.81
17806,Dexter,Hindi,34,Male,JR81165,B.Tech,Electronics,Tier 1,6,11,2010,22,27,Married,4,BA,Enterprise,Customer Success,15,YearsOfExperince,94.09
21238,Doctor,English,34,Female,JR85289,Dual M.Tech,Information Technology,Tier 1,7,11,2010,19,26,Married,4,SSE,Enterprise,Engineering,9,YearsOfExperince,89.4
6069,Domingo,Hindi,35,Male,JR81165,B.Tech,Computer Science,Tier 3,8,12,2009,26,35,Single,3,DA,Enterprise,Engineering,11,DegreeBranch,72.85
2777,Drury,English,28,Female,JR88873,B.Tech,Computer Science,Tier 3,7,5,2016,22,30,Married,4,SDE,MidSized,Design,12,Gender,94.35
3076,Duane,English,34,Female,JR87525,BCA,Computer Science,Tier 2,9,11,2010,19,24,Married,3,SDE,Startup,Design,13,YearsOfExperince,74.51
15132,Ebb,English,27,Other,JR85289,Dual M.Tech,Information Technology,Tier 1,9,4,2017,27,37,Married,3,SDE,Enterprise,Design,8,DegreeBranch,71.24
2488,Edith,English,28,Female,JR87525,Dual M.Tech,Information Technology,Tier 3,8,5,2016,7,11,Married,4,SSE,Startup,Engineering,11,Gender,84.77
23790,Elon,Hindi,30,Other,JR87525,MS,Information Technology,Tier 3,5,4,2017,16,24,Single,3,SSE,Enterprise,Engineering,20,,36.37
8474,Elsie,English,31,Female,JR85289,B.Tech,Computer Science,Tier 2,8,8,2013,27,33,Married,3,DS,Startup,Engineering,6,Gender,91.93
9490,Erle,English,24,Male,JR88879,B.Tech,Computer Science,Tier 3,7,1,2020,21,31,Married,3,DS,MidSized,Design,20,,69.96
22813,Estevan,English,37,Male,JR85289,MS,Information Technology,Tier 2,8,11,2010,10,17,Married,2,SDE,Enterprise,Design,20,YearsOfExperince,73.67
24188,Evans,Native,32,Other,JR85289,MS,Electrical and Electronics,Tier 3,5,6,2015,23,28,Single,2,SDE,Startup,Engineering,18,,50.21
5024,Ewell,English,36,Female,JR87525,M.Tech,Computer Science,Tier 1,9,10,2011,18,24,Married,2,SDE,Startup,Design,11,,67.26
17391,Festus,English,28,Male,JR85289,B.Tech,Computer Science,Tier 1,7,5,2016,13,23,Married,3,SDE,Startup,Customer Success,12,DegreeBranch,86.39
13157,Fitzhugh,Hindi,34,Male,JR85289,B.Tech,Artificial Intelligence,Tier 3,7,11,2010,19,29,Single,5,SSE,Startup,Customer Success,13,YearsOfExperince,92.38
9422,Fount,Native,27,Male,JR85289,B.Tech,Information Technology,Tier 2,7,4,2017,26,33,Married,4,SDE,MidSized,Engineering,11,DegreeBranch,93.3
23846,Fredric,English,33,Female,JR88873,MS,Computer Science,Tier 3,7,7,2014,19,23,Single,3,SDE,Enterprise,Engineering,16,Gender,81.29
15086,French,English,29,Male,JR88879,B.Tech,Electrical,Tier 2,4,6,2015,6,14,Married,3,SDE,Enterprise,Engineering,13,CurrentCompanyType,62.45
20252,Gabe,English,25,Female,JR88879,Dual MBA,Information Technology,Tier 3,9,2,2019,11,18,Married,4,DS,Enterprise,Customer Success,12,Gender,81.74
10827,Gaines,English,29,Male,JR87525,BCA,Computer Science,Tier 1,8,6,2015,15,19,Married,4,BA,Enterprise,Design,6,CurrentCompanyType,64.75
12662,Garry,English,27,Male,JR85289,Dual M.Tech,Electrical,Tier 2,8,4,2017,13,23,Single,5,SDE,Enterprise,Design,13,CurrentCompanyType,60.07
5789,Gaylord,English,24,Female,JR87525,BCA,Computer Science,Tier 2,7,1,2020,29,36,Married,3,EM,MidSized,Finance,19,Gender,82.75
3481,Grace,Hindi,28,Male,JR89890,B.Tech,Artificial Intelligence,Tier 3,7,5,2016,28,33,Single,3,EM,Enterprise,Design,4,,33.75
20738,Graham,English,38,Male,JR87525,M.Tech,Electronics,Tier 1,8,12,2009,11,18,Single,4,SSE,Enterprise,Engineering,20,,38.85
13595,Gray,English,33,Female,JR85289,MS,Computer Science,Tier 3,6,7,2014,11,16,Married,3,DS,Startup,Engineering,12,Gender,81.92
12013,Gregory,Native,31,Male,JR85289,B.Tech,Computer Science,Tier 2,8,8,2013,24,29,Married,2,DS,Startup,Design,7,DegreeBranch,93.12
13551,Griffin,English,28,Male,JR88879,MS,Information Technology,Tier 1,8,2,2019,30,34,Married,2,SDE,Startup,Design,9,HighestDegree,79.26
5118,John,Hindi,24,Female,JR85289,B.Tech,Electrical and Electronics,Tier 3,7,1,2020,15,24,Single,3,SSE,Startup,Product,9,Gender,79.42
23474,William,English,31,Male,JR88654,B.Tech,Electrical,Tier 2,9,8,2013,12,19,Single,1,SDE,Startup,Product,4,,74.56
19591,James,Hindi,24,Male,JR85289,BCA,Electronics,Tier 2,8,1,2020,24,34,Married,4,SSE,Enterprise,Design,15,CurrentCompanyType,92.4
7142,George,Hindi,37,Male,JR85289,M.Tech,Computer Science,Tier 2,7,11,2010,24,30,Married,4,BA,Startup,Customer Success,6,YearsOfExperince,92.98
12780,Charles,English,29,Female,JR81165,BCA,Artificial Intelligence,Tier 2,7,6,2015,11,17,Married,4,SDE,Startup,Engineering,10,Gender,75.33
8936,Frank,English,36,Male,JR88654,PhD,Electronics,Tier 2,7,6,2015,19,28,Married,3,SDE,MidSized,Engineering,4,MartialStatus,78.86
15530,Joseph,Hindi,33,Female,JR88873,B.Tech,Information Technology,Tier 2,4,10,2011,29,34,Married,4,SSE,MidSized,Engineering,5,Gender,70.79
13118,Robert,English,25,Female,JR85289,B.Tech,Information Technology,Tier 3,8,2,2019,14,18,Married,5,SDE,MidSized,Design,17,,65.79
13690,Henry,Hindi,30,Female,JR81165,B.Tech,Computer Science,Tier 1,8,7,2014,11,21,Married,4,SDE,MidSized,Engineering,17,,67.58
23340,Thomas,English,28,Female,JR88879,B.Tech,Electrical,Tier 2,6,5,2016,6,14,Single,5,BA,Startup,Engineering,17,Gender,86.58
3321,Edward,English,28,Female,JR85289,B.Tech,Computer Science,Tier 3,8,5,2016,21,26,Single,3,SDE,Enterprise,Product,4,Gender,84.56
16405,Harry,Hindi,27,Male,JR88879,B.Tech,Electrical,Tier 1,7,4,2017,8,14,Single,3,SDE,Startup,Engineering,4,,75.05
13828,Walter,English,28,Male,JR89890,MS,Electrical,Tier 3,5,2,2019,28,35,Married,3,BA,Enterprise,Engineering,9,,57.08
23185,Arthur,Hindi,27,Male,JR89890,M.Tech,Computer Science,Tier 1,7,1,2020,8,17,Married,1,SDE,Enterprise,Engineering,7,DegreeBranch,71.69
5573,Fred,English,36,Male,JR85289,MS,Computer Science,Tier 3,8,10,2011,14,21,Married,3,SSE,Startup,Engineering,9,YearsOfExperince,74.32
16228,Albert,Hindi,31,Female,JR87525,BCA,Electronics,Tier 2,5,8,2013,30,39,Married,3,SDE,Enterprise,Design,4,Gender,82.75
12424,Clarence,English,35,Female,JR88873,B.Tech,Electronics,Tier 2,8,12,2009,16,20,Married,3,SDE,Startup,Customer Success,11,YearsOfExperince,82.41
20527,Samuel,English,32,Male,JR81165,M.Tech,Computer Science,Tier 2,7,6,2015,6,11,Single,3,SSE,Startup,Engineering,18,DegreeBranch,71.73
20207,Louis,English,25,Male,JR85289,Dual M.Tech,Information Technology,Tier 2,8,2,2019,6,14,Married,3,DS,Enterprise,Design,19,,41.34
17641,Roy,English,28,Male,JR79193,B.Tech,Electronics,Tier 3,4,5,2016,20,26,Married,5,SDE,Startup,Engineering,7,EmpScore,91.24
10584,Joe,Hindi,40,Female,JR89890,PhD,Electronics,Tier 1,7,10,2011,29,33,Single,4,BA,MidSized,Customer Success,18,Gender,77.96
4515,Charlie,Hindi,34,Female,JR85289,B.Tech,Artificial Intelligence,Tier 1,8,11,2010,22,30,Married,2,SDE,Startup,Engineering,7,YearsOfExperince,77.27
23808,Richard,Hindi,32,Male,JR88879,B.Tech,Computer Science,Tier 2,7,9,2012,17,22,Married,4,SDE,Enterprise,Design,5,DegreeBranch,72.56
3476,David,Hindi,37,Female,JR85289,PhD,Electrical,Tier 1,7,7,2014,27,36,Married,4,SDE,Startup,Engineering,9,Gender,73.88
15950,Ernest,English,29,Other,JR87525,MS,Computer Science,Tier 2,7,3,2018,18,28,Married,5,SSE,Startup,Customer Success,10,,42.6
5874,Oscar,Hindi,31,Male,JR89890,M.Tech,Information Technology,Tier 2,5,5,2016,7,11,Married,3,DS,Startup,Engineering,8,DegreeBranch,80.7
20215,Will,English,25,Male,JR87525,B.Tech,Electronics,Tier 2,6,2,2019,14,18,Single,5,SDE,Enterprise,Engineering,15,,52.63
9279,Willie,English,37,Male,JR87525,MS,Artificial Intelligence,Tier 1,6,11,2010,17,23,Single,5,SDE,Startup,Engineering,13,,68.34
3857,Andrew,Hindi,31,Male,JR81165,M.Tech,Information Technology,Tier 2,8,5,2016,12,16,Married,1,EM,Enterprise,Design,14,DegreeBranch,72.6
10604,Jesse,Hindi,33,Male,JR87525,Dual MBA,Computer Science,Tier 2,7,10,2011,10,20,Single,3,SDE,Startup,Product,20,YearsOfExperince,70.88
17638,Earl,Native,34,Male,JR85289,Dual M.Tech,Electronics,Tier 2,7,11,2010,16,25,Single,4,SDE,Enterprise,Design,10,,46.42
10886,Carl,English,30,Male,JR87525,Dual M.Tech,Information Technology,Tier 2,5,7,2014,24,31,Married,2,BA,MidSized,Engineering,15,DegreeBranch,80.28
9964,Daniel,Hindi,29,Female,JR81165,Dual M.Tech,Computer Science,Tier 2,7,6,2015,29,34,Single,4,EM,Startup,Design,4,Gender,74.94
19292,Sam,English,26,Male,JR88873,Dual M.Tech,Computer Science,Tier 2,6,3,2018,24,34,Married,4,DA,Enterprise,Engineering,9,DegreeBranch,86.05
7621,Elmer,English,29,Female,JR87525,Dual M.Tech,Computer Science,Tier 1,7,6,2015,23,33,Married,3,EM,Enterprise,Engineering,6,Gender,71.07
21305,Alfred,Native,31,Male,JR87525,MS,Information Technology,Tier 2,7,5,2016,11,21,Married,3,EM,Startup,Design,16,,68.7
11719,Howard,Native,27,Male,JR87525,Dual M.Tech,Computer Science,Tier 1,7,4,2017,29,38,Single,3,EM,MidSized,Engineering,19,DegreeBranch,77.07
13639,Paul,Hindi,27,Female,JR81165,M.Tech,Information Technology,Tier 2,8,1,2020,7,15,Single,3,SDE,Enterprise,Design,10,CurrentCompanyType,69.7
13220,Benjamin,Hindi,30,Male,JR89890,M.Tech,Electrical and Electronics,Tier 2,5,4,2017,29,36,Married,3,DS,Enterprise,Customer Success,20,CurrentCompanyType,73.52
9398,Frederick,Hindi,28,Male,JR85289,B.Tech,Computer Science,Tier 2,9,5,2016,9,16,Single,3,EM,Enterprise,Engineering,19,,39.69
17095,Ralph,English,33,Male,JR88879,MS,Computer Science,Tier 1,9,7,2014,28,37,Married,4,EM,Startup,Engineering,13,HighestDegree,86.46
6948,Peter,Hindi,28,Female,JR85289,M.Tech,Electronics,Tier 1,8,2,2019,12,18,Married,5,SDE,MidSized,Product,7,,66.82
10791,Lewis,English,29,Male,JR88873,MS,Information Technology,Tier 3,10,3,2018,12,17,Married,3,SDE,Startup,Customer Success,4,HighestDegree,88.7
15777,Herman,Hindi,26,Male,JR87525,B.Tech,Electrical,Tier 2,9,3,2018,21,26,Single,3,EM,Startup,Engineering,20,LatestDegreeCGPA,70.87
23512,Grover,Native,32,Male,JR87525,B.Tech,Electrical,Tier 1,8,9,2012,18,25,Married,3,BA,Enterprise,Customer Success,14,,42.87
22879,Herbert,Hindi,33,Female,JR88879,MS,Information Technology,Tier 2,7,7,2014,15,22,Single,3,SSE,Startup,Design,19,Gender,78.3
5338,Lee,Hindi,27,Female,JR81165,B.Tech,Information Technology,Tier 1,9,4,2017,25,31,Married,2,SSE,Enterprise,Engineering,6,DegreeBranch,93.61
21862,Claude,English,27,Female,JR88873,BCA,Electrical,Tier 1,8,4,2017,19,27,Married,3,BA,Startup,Engineering,7,Gender,91.79
19894,Jim,English,24,Female,JR85289,B.Tech,Artificial Intelligence,Tier 1,8,1,2020,24,33,Married,4,SDE,Enterprise,Engineering,20,Gender,73.44
16961,Tom,Hindi,36,Male,JR81165,PhD,Electrical and Electronics,Tier 2,7,6,2015,13,18,Married,5,SDE,Enterprise,Design,9,CurrentCompanyType,69.21
4038,Eugene,English,26,Male,JR88879,B.Tech,Artificial Intelligence,Tier 2,8,3,2018,14,24,Single,1,BA,Startup,Design,14,Ethinicity,88.33
11174,Raymond,English,32,Male,JR87525,MS,Artificial Intelligence,Tier 1,5,6,2015,22,26,Married,4,BA,Startup,Engineering,14,HighestDegree,86.11
10602,Michael,Native,29,Male,JR81165,Dual M.Tech,Computer Science,Tier 3,6,6,2015,26,35,Married,3,SDE,Enterprise,Engineering,7,CurrentCompanyType,62.98
21153,Jacob,Hindi,27,Female,JR88873,MS,Computer Science,Tier 3,5,1,2020,18,23,Married,3,SDE,Startup,Engineering,10,Gender,94.01
19247,Francis,English,26,Male,JR79193,B.Tech,Information Technology,Tier 1,8,3,2018,27,35,Single,4,SDE,Startup,Design,10,DegreeBranch,86.73
8564,Ben,English,30,Female,JR88879,MS,Information Technology,Tier 2,7,4,2017,11,17,Single,3,BA,MidSized,Product,4,Gender,82.12
22060,Lawrence,English,38,Male,JR85289,MS,Computer Science,Tier 1,9,12,2009,10,19,Married,3,EM,Startup,Engineering,15,YearsOfExperince,84.51
7601,Martin,English,35,Male,JR89890,BCA,Information Technology,Tier 2,5,12,2009,12,20,Married,1,SSE,Enterprise,Engineering,9,YearsOfExperince,74.02
17323,Edwin,English,32,Male,JR85289,B.Tech,Electronics,Tier 1,7,9,2012,20,28,Married,3,DS,Startup,Product,11,,70.81
6131,Harvey,Hindi,28,Male,JR87525,BCA,Electrical,Tier 2,8,5,2016,14,21,Married,3,SSE,Startup,Engineering,18,Ethinicity,82.21
8533,Edgar,Native,36,Male,JR81165,M.Tech,Computer Science,Tier 3,6,10,2011,30,35,Married,4,BA,Startup,Design,8,DegreeBranch,91.35
5738,Clyde,English,35,Male,JR85289,M.Tech,Artificial Intelligence,Tier 3,7,9,2012,15,20,Married,4,DA,Enterprise,Engineering,14,,40.72
19195,Ed,English,29,Male,JR88873,B.Tech,Computer Science,Tier 2,7,6,2015,29,37,Married,4,BA,Enterprise,Design,8,DegreeBranch,89.71
16445,Jack,English,35,Female,JR85289,M.Tech,Computer Science,Tier 1,7,9,2012,12,18,Married,4,DS,MidSized,Engineering,10,Gender,73.47
14747,Chester,English,24,Female,JR87525,B.Tech,Computer Science,Tier 1,8,1,2020,14,21,Married,5,DS,Enterprise,Engineering,15,Gender,74.58
16397,Floyd,Hindi,27,Male,JR88873,Dual M.Tech,Computer Science,Tier 1,9,4,2017,13,17,Married,3,BA,Enterprise,Design,12,DegreeBranch,74.78
13547,Ray,English,28,Female,JR88879,Dual M.Tech,Information Technology,Tier 1,8,5,2016,22,28,Single,3,SSE,Enterprise,Design,6,Gender,76.28
24271,Otto,Hindi,35,Female,JR88879,M.Tech,Computer Science,Tier 2,8,9,2012,9,19,Married,2,SDE,MidSized,Design,7,DegreeBranch,70.19
2277,Theodore,English,29,Male,JR70175,B.Tech,Information Technology,Tier 2,5,6,2015,20,25,Single,3,SSE,Startup,Engineering,12,DegreeBranch,77.38
17443,Guy,English,29,Female,JR88879,M.Tech,Artificial Intelligence,Tier 2,4,3,2018,26,31,Single,1,SDE,Startup,Engineering,8,Ethinicity,84.85
14164,Luther,Hindi,31,Male,JR88873,B.Tech,Computer Science,Tier 2,9,8,2013,10,15,Single,1,SDE,MidSized,Product,6,DegreeBranch,94.94
19175,Patrick,English,31,Male,JR85289,Dual MBA,Computer Science,Tier 1,7,8,2013,21,29,Married,3,SDE,Enterprise,Customer Success,18,,34.57
20517,Leo,Hindi,27,Female,JR87525,MS,Artificial Intelligence,Tier 2,7,1,2020,14,21,Married,2,EM,MidSized,Customer Success,15,,86.56
17160,Leonard,Hindi,32,Male,JR87525,B.Tech,Artificial Intelligence,Tier 3,6,9,2012,8,15,Married,3,SDE,Enterprise,Engineering,20,,40.88
6680,Oliver,English,27,Male,JR88879,B.Tech,Computer Science,Tier 1,9,4,2017,21,29,Married,4,SSE,MidSized,Engineering,12,DegreeBranch,90.2
15072,Bert,English,29,Female,JR81165,Dual M.Tech,Artificial Intelligence,Tier 2,9,6,2015,9,14,Married,3,SDE,Startup,Product,19,Gender,87.84
10581,Hugh,Native,33,Female,JR88879,B.Tech,Computer Science,Tier 1,5,10,2011,26,35,Married,3,SDE,Startup,Design,20,Gender,89.4
6634,Harold,English,33,Female,JR88879,BCA,Computer Science,Tier 2,7,10,2011,11,20,Married,3,EM,Startup,Engineering,11,YearsOfExperince,77.48
14198,Isaac,Native,30,Male,JR87525,Dual M.Tech,Computer Science,Tier 2,7,7,2014,8,15,Married,4,EM,MidSized,Engineering,17,DegreeBranch,74.54
7185,Homer,Native,32,Male,JR85289,B.Tech,Information Technology,Tier 1,7,9,2012,14,20,Married,3,DE,MidSized,Design,11,DegreeBranch,82.39
22202,Charley,Hindi,28,Female,JR87525,B.Tech,Information Technology,Tier 3,7,5,2016,14,22,Married,1,SSE,MidSized,Engineering,16,,66.91
6909,Allen,English,25,Male,JR88879,B.Tech,Electrical,Tier 1,8,2,2019,9,14,Married,4,EM,Startup,Engineering,4,EmpScore,81.9
15875,Alexander,English,30,Male,JR85289,M.Tech,Artificial Intelligence,Tier 2,7,4,2017,8,12,Married,5,SSE,Enterprise,Engineering,7,CurrentCompanyType,62.66
11890,August,English,25,Male,JR81165,Dual MBA,Electrical,Tier 1,5,2,2019,10,16,Single,4,SSE,Enterprise,Design,14,,35.92
22465,Ira,English,31,Male,JR88879,MS,Computer Science,Tier 3,8,5,2016,27,32,Married,4,SSE,Startup,Engineering,12,HighestDegree,86.91
13435,Eddie,English,35,Female,JR85289,B.Tech,Computer Science,Tier 2,4,12,2009,20,24,Married,5,BA,Startup,Engineering,12,YearsOfExperince,83.39
6740,Philip,English,28,Male,JR85289,M.Tech,Electronics,Tier 1,9,2,2019,18,25,Married,2,SDE,MidSized,Design,5,,66.89
15278,Marion,English,32,Male,JR81165,B.Tech,Artificial Intelligence,Tier 3,6,9,2012,13,19,Single,4,BA,Startup,Engineering,16,Ethinicity,91.99
7247,Jessie,Hindi,27,Male,JR85289,B.Tech,Electrical and Electronics,Tier 1,7,4,2017,29,34,Married,4,SDE,Enterprise,Design,16,CurrentCompanyType,87.53
10476,Stephen,English,25,Female,JR79193,BCA,Information Technology,Tier 3,7,2,2019,12,22,Single,5,EM,Startup,Customer Success,16,,68.79
17449,Bernard,English,35,Female,JR85289,Dual M.Tech,Computer Science,Tier 2,7,12,2009,28,34,Single,4,SDE,Enterprise,Design,11,Gender,71.72
17145,Archie,Hindi,30,Female,JR88873,BCA,Computer Science,Tier 1,7,7,2014,30,37,Married,3,EM,Enterprise,Design,9,Gender,91.79
15973,Anthony,English,31,Female,JR87525,Dual M.Tech,Electronics,Tier 1,6,8,2013,24,33,Single,3,EM,Startup,Engineering,5,,69.09
9594,Julius,English,34,Male,JR85289,BCA,Computer Science,Tier 2,8,11,2010,25,31,Single,4,SDE,Enterprise,Engineering,13,YearsOfExperince,94.98
3131,Clifford,English,25,Male,JR85289,Dual M.Tech,Computer Science,Tier 1,9,2,2019,13,21,Married,1,EM,Enterprise,Design,5,,45.96
15957,Alex,English,27,Male,JR85289,M.Tech,Electronics,Tier 2,8,1,2020,9,15,Married,3,SDE,Enterprise,Finance,4,CurrentCompanyType,64.04
3858,Norman,Hindi,28,Male,JR89890,MCA,Electronics,Tier 3,9,2,2019,12,16,Married,5,BA,Startup,Engineering,4,Ethinicity,84.81
10611,Lester,English,31,Male,JR85289,Dual M.Tech,Computer Science,Tier 2,9,8,2013,18,25,Married,4,DE,Enterprise,Product,6,,47.78
20362,Horace,English,28,Male,JR85289,BCA,Electronics,Tier 2,8,5,2016,29,39,Single,5,SEM,Enterprise,Customer Success,13,CurrentCompanyType,88.52
2503,Leroy,English,34,Female,JR87525,MS,Information Technology,Tier 2,7,8,2013,9,17,Single,5,SDE,Startup,Design,18,,68.5
5845,Sidney,Hindi,35,Male,JR87525,M.Tech,Electrical,Tier 1,8,9,2012,17,21,Married,3,SDE,Startup,Engineering,11,Ethinicity,77.57
15951,Dan,English,31,Male,JR87525,BCA,Electrical,Tier 1,6,8,2013,13,20,Single,4,SDE,Enterprise,Engineering,17,,42.46
9482,Everett,English,33,Male,JR88873,MS,Electronics,Tier 3,6,7,2014,27,35,Married,4,DA,Enterprise,Engineering,7,HighestDegree,92.62
9181,Willis,English,32,Male,JR85289,Dual MBA,Computer Science,Tier 2,5,9,2012,20,27,Married,3,SDE,Startup,Product,6,DegreeBranch,73.22
14455,Victor,English,36,Female,JR85289,M.Tech,Computer Science,Tier 3,5,10,2011,28,38,Single,3,SDE,Enterprise,Finance,16,Gender,83
3609,Milton,English,25,Female,JR85289,BCA,Information Technology,Tier 2,7,2,2019,12,22,Single,3,SDE,Startup,Engineering,15,Gender,90.15
19745,Lloyd,Hindi,25,Female,JR87525,B.Tech,Computer Science,Tier 2,7,2,2019,22,28,Married,4,EM,Startup,Design,5,Gender,79.3
9041,Warren,English,31,Male,JR85289,B.Tech,Information Technology,Tier 1,7,8,2013,7,16,Married,2,SDE,Enterprise,Design,13,,36.94
21720,Leon,English,30,Other,JR81165,MS,Computer Science,Tier 3,7,4,2017,16,22,Single,2,SDE,Startup,Engineering,18,,67.09
12140,Perry,English,32,Other,JR87525,Dual MBA,Electronics,Tier 3,8,9,2012,24,34,Married,3,EM,Startup,Engineering,13,,67.05
9282,Jess,Hindi,27,Male,JR87525,Dual M.Tech,Information Technology,Tier 3,8,4,2017,21,26,Married,3,SDE,MidSized,Engineering,19,DegreeBranch,85.19
11753,Dave,English,35,Male,JR81165,B.Tech,Artificial Intelligence,Tier 3,7,12,2009,30,36,Married,3,SSE,MidSized,Engineering,7,,69.47
18872,Rufus,Hindi,25,Male,JR85289,B.Tech,Computer Science,Tier 1,5,2,2019,12,16,Married,4,SDE,Startup,Customer Success,12,DegreeBranch,93.26
14899,Leslie,Native,26,Female,JR81165,B.Tech,Artificial Intelligence,Tier 3,6,3,2018,23,28,Married,2,SDE,Enterprise,Product,4,CurrentCompanyType,75.57
17009,Nathan,English,32,Female,JR88879,MS,Electrical,Tier 2,4,6,2015,11,17,Married,4,SSE,Enterprise,Finance,5,Gender,84.33
20472,Emil,English,32,Male,JR87525,M.Tech,Computer Science,Tier 1,8,6,2015,30,35,Married,4,EM,Enterprise,Design,15,DegreeBranch,94.91
18225,Franklin,English,30,Male,JR85289,B.Tech,Artificial Intelligence,Tier 3,8,7,2014,17,21,Married,3,SDE,Enterprise,Engineering,7,,44.12
11914,Jerry,English,24,Male,JR85289,BCA,Artificial Intelligence,Tier 2,7,1,2020,23,27,Married,1,SSE,Startup,Engineering,15,,80.35
12927,Percy,Hindi,26,Male,JR79193,B.Tech,Information Technology,Tier 3,7,3,2018,17,27,Single,5,DS,Enterprise,Engineering,19,,45.69
10862,Amos,English,39,Male,JR88873,PhD,Electronics,Tier 1,5,9,2012,10,14,Married,1,SDE,Enterprise,Engineering,20,,49.87
13701,Wesley,English,35,Male,JR88873,B.Tech,Computer Science,Tier 1,7,12,2009,29,35,Single,5,SDE,MidSized,Design,11,DegreeBranch,85.67
5357,Russell,Native,36,Male,JR88879,M.Tech,Information Technology,Tier 2,7,10,2011,30,36,Married,3,SDE,Startup,Customer Success,18,,68.81
10770,Alvin,Hindi,30,Female,JR85289,B.Tech,Artificial Intelligence,Tier 3,5,7,2014,11,17,Married,4,BA,Enterprise,Engineering,17,Gender,86.81
15839,Matthew,Hindi,31,Female,JR85289,B.Tech,Computer Science,Tier 3,8,8,2013,7,16,Married,3,SDE,Startup,Engineering,20,Gender,74.58
10319,Calvin,English,30,Male,JR79193,B.Tech,Artificial Intelligence,Tier 1,4,7,2014,7,16,Married,3,SSE,Startup,Engineering,19,,68.71
5925,Jay,English,31,Male,JR88873,MS,Computer Science,Tier 2,5,5,2016,14,20,Married,5,SDE,Startup,Finance,14,HighestDegree,70.96
5637,Ross,English,38,Male,JR87525,MS,Artificial Intelligence,Tier 2,8,12,2009,23,28,Married,5,SDE,MidSized,Design,11,YearsOfExperince,86.24
3852,Alonzo,English,29,Female,JR85289,B.Tech,Computer Science,Tier 2,8,6,2015,13,20,Single,3,SDE,Enterprise,Engineering,19,Gender,86.4
18215,Mark,Native,24,Male,JR87525,B.Tech,Artificial Intelligence,Tier 2,8,1,2020,19,27,Single,4,SSE,MidSized,Engineering,5,,69.83
17924,Wilbur,English,35,Other,JR85289,M.Tech,Electrical and Electronics,Tier 1,7,9,2012,26,31,Married,3,SDE,Startup,Customer Success,13,,59.81
21519,Earnest,English,33,Male,JR87525,Dual M.Tech,Computer Science,Tier 2,7,10,2011,27,37,Married,4,SDE,Startup,Design,11,DegreeBranch,95.27
12725,Marshall,Hindi,36,Male,JR85289,M.Tech,Computer Science,Tier 1,9,10,2011,20,30,Married,5,DS,Enterprise,Design,13,YearsOfExperince,89.68
13398,Wallace,English,26,Male,JR88879,B.Tech,Information Technology,Tier 2,8,3,2018,16,20,Married,5,SDE,Enterprise,Engineering,9,CurrentCompanyType,64.76
17090,Adam,English,24,Male,JR89890,Dual MBA,Computer Science,Tier 2,5,1,2020,7,14,Married,4,EM,Enterprise,Design,9,CurrentCompanyType,69.22
